Phi,d50_um,sigma,SP_percent,phi_max,m1_Pa,Tau0_Pa
0.4795,15.6,1.6687,1.022,0.9061,0.6009,0.1714
0.5035,16.885,1.697,0.823,0.8165,0.7257,0.3626
0.4576,15.044,1.5234,0.644,0.7086,0.7836,0.4221
0.5072,17.091,1.6433,0.805,0.7811,0.7679,0.4685
0.4693,16.759,1.6096,0.378,0.6216,0.6349,0.6932
0.4506,15.693,1.6894,0.682,0.7198,0.736,0.3473
0.4732,18.315,1.6922,1.075,0.9238,0.6208,0.158
0.4619,16.498,1.6221,0.721,0.7683,0.7926,0.3318
0.4599,18.296,1.6614,0.774,0.7719,0.6446,0.2602
0.4953,14.919,1.7308,1.066,0.895,0.6809,0.2312
0.4692,18.738,1.6901,0.42,0.6221,0.6322,0.6867
0.4774,17.627,1.5273,0.403,0.6286,0.6608,0.7563
0.4646,17.684,1.5862,0.436,0.633,0.8145,0.7668
0.4579,15.45,1.8486,0.999,0.8615,0.6774,0.1871
0.4654,16.32,1.8888,0.841,0.7952,0.7413,0.2849
0.4695,17.357,1.5649,1.059,0.8941,0.7152,0.1949
0.4524,16.56,1.5906,0.793,0.7974,0.6041,0.2034
0.4665,18.165,1.619,1.016,0.8625,0.8284,0.2462
0.4973,18.292,1.8827,0.878,0.8308,0.7125,0.3162
0.493,17.751,1.5859,0.796,0.782,0.6063,0.3215
0.5011,18.79,1.5134,0.565,0.6942,0.6785,0.6365
0.4923,18.577,1.5136,1.044,0.8821,0.742,0.2576
0.4578,15.543,1.5521,0.582,0.6801,0.8465,0.5374
0.4968,16.963,1.652,0.928,0.8347,0.8306,0.3611
0.4972,16.802,1.7914,0.392,0.6078,0.7265,1.3286
0.4804,15.565,1.8279,0.597,0.7029,0.606,0.4298
0.4537,15.647,1.7774,0.876,0.8012,0.7023,0.2354
0.4808,18.138,1.7789,0.732,0.756,0.8332,0.4454
0.4556,17.978,1.5566,0.458,0.6263,0.7057,0.6243
0.4944,16.354,1.5197,0.415,0.6289,0.7026,1.0034
0.497,15.217,1.8369,1.053,0.9138,0.639,0.2059
0.4661,18.865,1.8037,0.426,0.6148,0.6368,0.7054
0.486,16.481,1.6143,0.735,0.7538,0.6016,0.3419
0.455,17.309,1.741,0.645,0.7064,0.6041,0.3207
0.4898,16.927,1.8473,0.706,0.7661,0.8014,0.4449
0.4887,15.483,1.5309,0.384,0.6253,0.8105,1.1077
0.478,14.387,1.5651,0.529,0.6804,0.7414,0.5875
0.4509,18.629,1.7581,0.548,0.6819,0.7433,0.4326
0.469,18.06,1.8469,0.925,0.8468,0.6775,0.2186
0.4893,16.885,1.6369,0.882,0.8324,0.6893,0.2827
0.4739,15.941,1.5383,0.735,0.7774,0.6934,0.3128
0.5083,17.17,1.8044,1.061,0.9276,0.6536,0.2206
0.4524,16.245,1.6837,0.798,0.8088,0.8227,0.2642
0.4692,17.602,1.6778,0.764,0.7553,0.611,0.2921
0.4553,18.953,1.6112,0.66,0.7415,0.7734,0.3439
0.4974,16.934,1.7982,0.724,0.7397,0.7343,0.5039
0.4649,15.211,1.5676,0.578,0.7057,0.6818,0.4033
0.4645,14.112,1.6442,0.38,0.6041,0.6325,0.7517
0.4999,16.668,1.5001,0.925,0.8394,0.6942,0.3042
0.506,15.026,1.6948,0.637,0.7303,0.6051,0.4783
0.4986,18.804,1.715,1.061,0.8847,0.6404,0.2324
0.5049,16.503,1.8647,0.509,0.6497,0.7897,1.0804
0.508,18.759,1.6279,0.689,0.7273,0.6974,0.5732
0.5084,17.656,1.5969,0.848,0.8084,0.6701,0.3631
0.5029,14.017,1.5981,0.683,0.7446,0.6348,0.4487
0.4586,14.046,1.8233,0.882,0.83,0.636,0.1991
0.476,18.437,1.8576,0.752,0.7697,0.6973,0.3326
0.5027,18.468,1.6166,1.021,0.8979,0.6862,0.2456
0.4769,15.578,1.5426,0.783,0.788,0.6831,0.3024
0.5094,15.911,1.7219,0.863,0.8419,0.6356,0.3001
0.4953,16.384,1.752,0.79,0.8031,0.62,0.3048
0.4739,15.233,1.6936,0.577,0.6759,0.6571,0.5121
0.5093,16.141,1.787,0.452,0.6465,0.7011,1.0436
0.4966,14.556,1.6971,0.769,0.7747,0.8266,0.4699
0.4507,15.654,1.6079,0.846,0.802,0.6634,0.2156
0.4865,17.693,1.6263,0.571,0.6764,0.7629,0.6838
0.4891,17.365,1.6102,0.984,0.8831,0.7075,0.238
0.496,18.368,1.8936,0.651,0.7258,0.7569,0.554
0.4702,17.098,1.7654,0.364,0.5964,0.7375,1.0195
0.4976,18.69,1.8303,0.939,0.8397,0.6722,0.2884
0.4502,16.242,1.8923,0.531,0.6741,0.695,0.4203
0.4701,16.939,1.8389,1.082,0.9366,0.6823,0.1623
0.4688,18.448,1.6486,0.754,0.7873,0.8474,0.3483
0.5077,14.504,1.5073,1.029,0.8765,0.6173,0.2499
0.4705,16.278,1.5123,0.952,0.8796,0.7296,0.2111
0.4921,17.459,1.7645,0.658,0.7297,0.6018,0.4134
0.4866,15.946,1.6253,0.833,0.7864,0.8234,0.4022
0.506,16.817,1.5455,0.548,0.667,0.6225,0.7508
0.457,18.34,1.8224,0.963,0.8576,0.8195,0.2277
0.4695,17.288,1.7273,0.91,0.8479,0.8123,0.2621
0.4673,16.817,1.548,1.017,0.9077,0.7894,0.2014
0.4665,15.874,1.7199,0.882,0.8168,0.8261,0.2932
0.4652,16.467,1.7289,0.584,0.6809,0.8162,0.5592
0.4833,15.261,1.8243,0.769,0.7881,0.6444,0.3027
0.4504,17.661,1.5932,0.667,0.7431,0.7107,0.2987
0.4671,18.114,1.5755,0.983,0.869,0.8072,0.2355
0.4607,16.375,1.869,0.948,0.8663,0.7367,0.2051
0.4978,17.542,1.8348,0.844,0.8284,0.8168,0.3681
0.4564,14.57,1.7576,0.932,0.8657,0.7919,0.2124
0.5095,15.828,1.5902,0.758,0.7952,0.6189,0.3603
0.5061,17.898,1.5065,0.867,0.8373,0.739,0.3453
0.4932,15.155,1.859,0.565,0.7045,0.6123,0.4936
0.5021,16.937,1.8556,0.569,0.6748,0.8138,0.8838
0.5042,17.439,1.8755,0.428,0.6466,0.8151,1.1343
0.4598,14.256,1.6591,0.488,0.6432,0.6967,0.5742
0.5046,14.653,1.8162,0.892,0.834,0.8175,0.3823
0.4615,15.92,1.8418,0.943,0.8525,0.6754,0.1991
0.4737,16.252,1.7996,0.388,0.6073,0.7684,1.0066
0.4571,17.648,1.8244,0.361,0.6129,0.6612,0.6614
0.5077,17.057,1.7714,0.851,0.8356,0.6664,0.3183
0.5058,17.847,1.5748,0.768,0.7811,0.67,0.4031
0.4844,18.27,1.6757,1.067,0.8932,0.6273,0.1953
0.4643,17.36,1.5128,0.411,0.6255,0.6841,0.6786
0.4542,18.644,1.6987,0.392,0.5987,0.7452,0.8069
0.465,17.963,1.7509,0.547,0.6605,0.8177,0.6366
0.4704,18.274,1.6526,0.601,0.6853,0.7496,0.5297
0.4961,16.253,1.5517,1.059,0.9248,0.6618,0.2039
0.4846,18.171,1.5472,0.439,0.6157,0.6132,0.8644
0.4696,18.689,1.8449,0.707,0.7556,0.8465,0.4055
0.4906,18.417,1.5642,0.606,0.7083,0.8101,0.62
0.4618,18.453,1.7388,0.367,0.6145,0.7443,0.7809
0.4931,16.764,1.6586,0.997,0.8618,0.8,0.3019
0.493,14.192,1.7486,0.852,0.8138,0.7606,0.3491
0.507,18.469,1.7119,0.397,0.6187,0.6143,1.1589
0.4585,17.861,1.5795,0.952,0.8368,0.8467,0.2577
0.4684,18.112,1.843,0.942,0.8516,0.7996,0.2517
0.4764,17.098,1.7601,0.429,0.6342,0.654,0.7064
0.4799,17.421,1.853,0.597,0.7002,0.8142,0.5832
0.4952,17.85,1.5416,0.514,0.664,0.7545,0.8176
0.4597,17.992,1.7096,0.627,0.7125,0.6901,0.3723
0.4706,18.592,1.7599,0.451,0.6229,0.8079,0.8873
0.4696,17.101,1.7177,0.682,0.7465,0.7235,0.3625
0.4832,15.643,1.881,0.888,0.8507,0.8254,0.298
0.4856,17.325,1.7226,0.362,0.6076,0.6809,1.052
0.472,18.85,1.846,0.425,0.6369,0.8416,0.8429
0.4751,14.831,1.7952,0.637,0.7213,0.6117,0.3696
0.4731,16.421,1.8176,0.61,0.7056,0.7954,0.5133
0.4769,18.297,1.6025,0.82,0.7837,0.6472,0.292
0.484,18.03,1.7201,0.542,0.6975,0.7209,0.549
0.452,16.662,1.6644,0.397,0.6297,0.6348,0.5241
0.4583,18.084,1.8045,0.575,0.6839,0.7511,0.4686
0.4727,18.334,1.8576,0.982,0.8798,0.7627,0.225
0.477,14.943,1.769,1.068,0.9045,0.81,0.2274
0.4531,16.929,1.8904,1.013,0.9051,0.7108,0.1617
0.4751,15.025,1.7968,0.932,0.8418,0.7409,0.2575
0.5074,16.431,1.5436,0.633,0.7114,0.6156,0.5541
0.4677,15.258,1.7779,0.388,0.61,0.6889,0.8114
0.4654,16.5,1.77,0.515,0.6523,0.8148,0.6733
0.49,15.715,1.5553,0.36,0.6115,0.7117,1.1271
0.5063,14.658,1.6209,1.034,0.919,0.6612,0.2262
0.4788,16.074,1.8071,1.094,0.9303,0.8103,0.2118
0.4915,17.406,1.667,0.441,0.6176,0.8437,1.2867
0.4904,18.025,1.8292,0.411,0.6376,0.8096,1.017
0.4572,16.594,1.7812,0.603,0.7242,0.6808,0.3365
0.4548,18.095,1.7163,0.899,0.8197,0.8145,0.2561
0.4967,17.214,1.7771,0.725,0.7526,0.6694,0.4257
0.5064,17.269,1.6548,1.019,0.8903,0.7359,0.2797
0.4723,16.946,1.7883,0.985,0.8907,0.6957,0.1967
0.501,18.301,1.7891,0.771,0.7803,0.6287,0.3629
0.4543,18.113,1.8216,0.862,0.8066,0.7785,0.2569
0.4957,18.592,1.8804,0.629,0.712,0.7886,0.6232
0.4531,17.57,1.8207,0.756,0.7823,0.8177,0.2954
0.4967,17.436,1.6251,0.994,0.8954,0.6899,0.2367
0.4824,16.466,1.7317,0.987,0.8733,0.6933,0.228
0.4931,15.371,1.719,0.907,0.8165,0.6553,0.2974
0.4792,18.746,1.622,0.601,0.6876,0.6597,0.5065
0.4657,18.507,1.536,0.601,0.703,0.8318,0.5034
0.4953,14.682,1.5058,0.815,0.8085,0.6532,0.3135
0.4989,16.678,1.6577,1.052,0.9037,0.8376,0.2843
0.5093,16.18,1.5628,0.699,0.7277,0.6656,0.5532
0.4851,15.831,1.5212,0.356,0.6061,0.7783,1.2115
0.4599,17.806,1.693,0.652,0.7201,0.7002,0.3637
0.4571,17.951,1.6183,0.36,0.5914,0.7745,0.9311
0.485,16.014,1.769,0.959,0.8532,0.6764,0.2456
0.4791,14.748,1.7308,0.615,0.7275,0.6415,0.3905
0.453,17.226,1.5068,0.462,0.6449,0.7439,0.5587
0.4958,18.473,1.8199,0.455,0.6544,0.7219,0.8479
0.4949,18.604,1.7326,0.554,0.6682,0.663,0.6945
0.5045,18.767,1.5214,0.582,0.716,0.6703,0.5683
0.4819,15.378,1.5701,0.43,0.6253,0.7473,0.9333
0.4758,15.874,1.7485,0.439,0.6338,0.6872,0.7396
0.4592,16.916,1.7371,0.779,0.7725,0.8303,0.3323
0.4914,18.49,1.824,0.539,0.6695,0.7534,0.7497
0.4885,15.507,1.5378,0.368,0.5992,0.8188,1.4386
0.4802,15.671,1.5103,0.882,0.8154,0.6811,0.276
0.477,14.623,1.8431,0.594,0.7001,0.8047,0.5594
0.4941,16.502,1.8576,0.848,0.7942,0.7802,0.395
0.499,18.033,1.8939,0.486,0.6489,0.8255,1.0548
0.4613,18.109,1.7638,0.408,0.6267,0.6957,0.6587
0.475,15.134,1.8726,0.687,0.7465,0.6179,0.3266
0.5014,15.154,1.6165,0.661,0.713,0.7094,0.593
0.4547,14.844,1.8416,1.067,0.8955,0.8149,0.194
0.4688,18.734,1.5424,0.553,0.6875,0.8165,0.5595
0.4604,18.094,1.8934,0.776,0.7719,0.8346,0.3386
0.4566,18.857,1.5335,0.979,0.8736,0.7725,0.202
0.4805,15.862,1.6823,1.016,0.8973,0.6987,0.2073
0.4686,17.597,1.6345,0.741,0.7737,0.6953,0.303
0.4638,15.313,1.5209,0.5,0.6416,0.7608,0.6655
0.4931,15.164,1.5215,0.433,0.6129,0.8486,1.3857
0.4673,16.663,1.5207,0.786,0.7695,0.7203,0.3161
0.5025,16.048,1.8913,0.973,0.8538,0.6998,0.296
0.4519,17.125,1.8119,0.702,0.7679,0.6994,0.266
0.507,17.019,1.6196,0.638,0.7173,0.7787,0.6729
0.5086,16.753,1.5613,0.532,0.6806,0.8098,0.9106
0.4709,14.621,1.7923,1.047,0.9186,0.8413,0.2136
0.475,17.786,1.8592,0.47,0.6341,0.7045,0.7487
0.4634,18.48,1.6658,0.683,0.7398,0.8079,0.3933
0.4915,15.264,1.7311,0.693,0.7329,0.7535,0.5058
0.4936,18.364,1.545,0.579,0.7083,0.6704,0.5302
0.464,16.665,1.6297,0.755,0.7898,0.7627,0.2962
0.5063,15.536,1.7186,0.486,0.6586,0.6557,0.8485
0.4546,16.107,1.8355,0.853,0.8311,0.6612,0.1986
0.5077,18.548,1.7276,0.684,0.7403,0.6879,0.5227
0.4943,15.522,1.8932,0.398,0.6109,0.6707,1.1375
0.4979,18.45,1.6352,0.837,0.8183,0.7989,0.3761
0.4877,14.122,1.6647,0.464,0.6525,0.7693,0.8304
0.509,14.202,1.6612,0.365,0.6077,0.6632,1.4587
0.4703,14.733,1.5639,0.355,0.6028,0.8064,1.0504
0.4541,15.02,1.8306,0.762,0.7716,0.8194,0.3134
0.4951,18.293,1.5527,0.959,0.885,0.6782,0.2386
0.454,16.214,1.8796,1.092,0.8946,0.7637,0.1813
0.5087,18.693,1.6268,0.353,0.6089,0.6768,1.4596
0.4774,16.962,1.5186,0.939,0.8377,0.7286,0.2625
0.4828,18.281,1.5397,0.417,0.6205,0.8133,1.0713
0.471,14.71,1.7819,0.994,0.8577,0.7414,0.2336
0.4864,16.972,1.6987,0.76,0.762,0.6977,0.3825
0.4781,16.638,1.707,0.403,0.621,0.6661,0.8198
0.4916,15.499,1.5855,0.794,0.8074,0.6892,0.3211
0.4627,15.079,1.7711,0.843,0.8096,0.82,0.2893
0.5087,14.662,1.7188,0.726,0.7576,0.7884,0.5507
0.5069,16.691,1.5282,0.551,0.6952,0.6138,0.6109
0.5072,15.295,1.5211,0.889,0.8528,0.7319,0.324
0.4599,16.258,1.7318,0.933,0.8366,0.7317,0.2259
0.4886,17.994,1.6171,0.748,0.7479,0.8421,0.5068
0.5024,15.889,1.6267,0.646,0.7172,0.6518,0.5366
0.5006,17.762,1.8456,0.921,0.823,0.8496,0.4018
0.4679,17.181,1.8044,0.774,0.7893,0.8183,0.3303
0.4901,14.065,1.5342,0.504,0.6534,0.8241,0.9088
0.459,18.65,1.6534,0.732,0.7605,0.8252,0.3479
0.4955,14.702,1.749,0.805,0.7973,0.6134,0.3101
0.5089,16.966,1.5213,0.837,0.8231,0.7788,0.3967
0.4531,17.63,1.8903,0.749,0.7712,0.7594,0.2879
0.4925,18.025,1.648,0.626,0.7178,0.625,0.4618
0.4632,14.298,1.7417,0.819,0.8039,0.6462,0.2345
0.4989,18.273,1.636,0.798,0.7861,0.7184,0.3953
0.4955,17.286,1.646,0.366,0.6127,0.6035,1.0226
0.4974,16.809,1.7964,0.513,0.6729,0.8008,0.8343
0.49,14.194,1.5747,1.034,0.8865,0.7554,0.2528
0.5056,15.608,1.8392,0.522,0.6749,0.6555,0.7415
0.4882,18.981,1.6898,0.403,0.6122,0.7337,1.1252
0.4903,17.916,1.6064,0.954,0.8828,0.7001,0.238
0.5034,17.229,1.7548,0.609,0.6935,0.6064,0.5869
0.4509,17.533,1.744,1.074,0.8988,0.769,0.1751
0.4917,17.971,1.5372,0.352,0.5993,0.6889,1.2702
0.488,18.463,1.7157,1.004,0.8976,0.6466,0.2044
0.4678,18.452,1.7308,0.848,0.8358,0.6126,0.2038
0.4829,17.561,1.5949,0.869,0.8298,0.6561,0.2567
0.4942,15.767,1.6263,0.389,0.5945,0.6966,1.4094
0.4923,15.023,1.5726,0.424,0.6421,0.6538,0.8106
0.4675,18.836,1.7861,0.911,0.8402,0.654,0.2135
0.4952,15.855,1.7537,0.679,0.7499,0.6512,0.4142
0.4957,15.297,1.5778,0.975,0.866,0.6756,0.2566
0.5001,16.644,1.5138,0.783,0.7914,0.7146,0.3875
0.455,15.208,1.6417,0.364,0.5883,0.8227,0.9886
0.4901,14.769,1.8545,0.949,0.8798,0.605,0.2078
0.4999,14.039,1.6901,0.624,0.6973,0.7684,0.6971
0.5061,17.707,1.831,1.034,0.8794,0.6099,0.2409
0.4988,18.662,1.8789,0.756,0.7557,0.7915,0.5059
0.484,15.635,1.767,0.904,0.8567,0.701,0.249
0.5097,16.122,1.6237,0.767,0.762,0.679,0.4676
0.4598,18.875,1.5929,0.564,0.7002,0.8264,0.4775
0.4749,18.101,1.7595,0.667,0.7459,0.6489,0.3439
0.5001,15.259,1.6481,1.027,0.9088,0.7148,0.2407
0.4926,18.761,1.517,0.475,0.6601,0.7459,0.8057
0.4755,17.167,1.6032,0.367,0.5931,0.7354,1.1342
0.4652,17.166,1.7884,0.4,0.6076,0.8281,0.9629
0.4955,14.281,1.6943,0.561,0.6795,0.8312,0.8082
0.4616,18.196,1.5128,0.609,0.7021,0.6021,0.3508
0.5037,15.358,1.5762,1.032,0.884,0.7728,0.2938
0.4838,17.005,1.6364,0.725,0.7395,0.6225,0.3729
0.4819,17.904,1.5767,0.954,0.8749,0.7453,0.2426
0.497,15.16,1.5058,0.775,0.7721,0.7636,0.4415
0.4511,14.125,1.6598,0.996,0.8612,0.7555,0.1963
0.4689,16.052,1.8022,0.731,0.7805,0.6623,0.2807
0.4649,17.812,1.8507,0.908,0.816,0.7425,0.2604
0.4866,15.569,1.5567,0.789,0.781,0.7215,0.3615
0.4811,14.368,1.5214,0.783,0.7964,0.8412,0.3728
0.4518,14.97,1.5647,0.429,0.6463,0.8352,0.6127
0.4658,17.483,1.7901,0.559,0.7038,0.6062,0.3657
0.4623,16.401,1.6944,0.82,0.7941,0.8489,0.3183
0.49,16.149,1.7566,1.003,0.9009,0.7447,0.2366
0.4995,15.335,1.8515,0.611,0.7163,0.7414,0.5947
0.5042,14.797,1.8872,0.467,0.6405,0.7548,1.109
0.4974,15.545,1.6475,0.812,0.7756,0.7556,0.431
0.4926,16.247,1.7834,0.507,0.6552,0.7188,0.8064
0.4784,18.693,1.5216,0.858,0.8358,0.7873,0.2885
0.5052,15.191,1.8634,0.38,0.5996,0.6519,1.4857
0.4972,18.724,1.687,0.417,0.6204,0.8198,1.3176
0.4897,17.302,1.8057,0.489,0.6423,0.6246,0.7481
0.5003,16.188,1.594,0.359,0.6051,0.8426,1.6653
0.4832,14.999,1.5969,0.54,0.6961,0.6072,0.4621
0.5061,18.367,1.5336,0.359,0.601,0.7253,1.6482
0.4639,16.213,1.5459,0.385,0.6257,0.6784,0.6692
0.47,18.967,1.5526,0.554,0.6859,0.7805,0.5474
0.5049,17.617,1.5036,0.676,0.7266,0.7086,0.5662
0.4921,16.149,1.5044,0.917,0.8578,0.7195,0.2734
0.4619,17.81,1.702,0.669,0.7291,0.8289,0.4194
0.4633,18.334,1.613,0.379,0.59,0.6438,0.8563
0.4891,14.684,1.86,0.972,0.8525,0.6027,0.2276
0.4635,18.569,1.6473,0.543,0.678,0.6918,0.4737
0.479,14.484,1.6904,1.015,0.8802,0.7874,0.245
0.4814,14.157,1.7546,0.671,0.7142,0.627,0.4206
0.5045,14.117,1.6318,1.056,0.8812,0.7006,0.2711
0.5029,16.764,1.5459,0.736,0.7766,0.7405,0.4431
0.4704,16.27,1.8205,1.052,0.8847,0.6105,0.1734
0.5006,16.256,1.5734,0.714,0.7466,0.7979,0.5451
0.4941,16.481,1.776,0.625,0.6945,0.6251,0.5415
0.4598,18.873,1.5542,0.525,0.652,0.8087,0.6273
0.4707,15.108,1.6078,0.43,0.6288,0.7921,0.8309
0.4662,15.325,1.7688,0.877,0.8337,0.8473,0.2802
0.5074,16.427,1.8321,0.395,0.6119,0.6466,1.322
0.4811,18.985,1.6702,0.636,0.7228,0.6286,0.4005
0.5046,16.189,1.6241,0.637,0.726,0.7075,0.5657
0.5068,16.938,1.6272,0.607,0.7044,0.7768,0.7266
0.5078,15.559,1.7025,0.762,0.797,0.7081,0.4022
0.4833,18.38,1.8621,0.569,0.6867,0.6942,0.5612
0.4646,18.626,1.5588,1.094,0.9033,0.7439,0.1882
0.502,16.433,1.8494,0.784,0.7821,0.7813,0.4513
0.4903,15.839,1.7529,0.921,0.832,0.7821,0.3243
0.4715,18.811,1.7614,0.568,0.6947,0.8257,0.5579
0.476,14.446,1.7748,1.032,0.8877,0.841,0.2483
0.4697,17.861,1.8712,0.84,0.7989,0.7427,0.2927
0.5019,18.015,1.6727,0.698,0.7583,0.7549,0.4907
0.4648,15.796,1.7372,1.003,0.8785,0.7287,0.2014
0.4556,18.865,1.6572,0.626,0.7053,0.661,0.3551
0.4941,15.307,1.6676,0.808,0.7948,0.6333,0.3197
0.471,16.954,1.7611,1.046,0.8769,0.7374,0.2165
0.4857,18.796,1.7863,0.418,0.6277,0.6224,0.7999
0.4839,14.045,1.6428,0.929,0.8486,0.603,0.2208
0.4668,15.146,1.5927,0.39,0.6224,0.7043,0.74
0.4724,17.63,1.5207,1.095,0.9473,0.6287,0.1473
0.4919,17.398,1.8784,1.025,0.9067,0.7691,0.2433
0.46,18.306,1.8252,0.888,0.8435,0.6222,0.1872
0.4775,18.669,1.7735,0.577,0.7121,0.6297,0.4106
0.5088,17.119,1.8321,0.416,0.639,0.7201,1.1389
0.4974,15.516,1.645,0.373,0.6212,0.7316,1.1697
0.5029,16.234,1.5028,0.365,0.6097,0.7184,1.4036
0.4986,14.929,1.8912,0.451,0.6374,0.8346,1.1701
0.4962,18.27,1.5689,0.626,0.7354,0.8051,0.559
0.4994,15.518,1.5434,0.427,0.6177,0.6008,1.0236
0.4523,14.577,1.5428,0.442,0.6531,0.6788,0.4787
0.4625,18.522,1.5792,0.931,0.8464,0.648,0.1974
0.4574,18.106,1.7179,0.403,0.6324,0.6475,0.56
0.4933,15.948,1.7966,0.493,0.6546,0.6179,0.703
0.455,15.443,1.6423,0.802,0.7809,0.6973,0.258
0.4877,18.455,1.7278,0.55,0.663,0.7139,0.713
0.4983,18.537,1.549,0.399,0.6228,0.743,1.1845
0.4779,16.119,1.6369,0.52,0.6787,0.8298,0.6646
0.493,15.106,1.5646,0.663,0.7428,0.6568,0.4239
0.4835,15.454,1.6878,0.391,0.6293,0.7282,0.8962
0.496,16.232,1.7908,0.578,0.7073,0.6735,0.5496
0.4874,15.472,1.8794,0.657,0.7314,0.709,0.4603
0.4539,16.067,1.6694,0.651,0.738,0.8288,0.3698
0.4759,16.353,1.5192,0.754,0.7693,0.7412,0.354
0.4894,14.378,1.8806,1.076,0.9193,0.6192,0.1837
0.4964,16.386,1.5524,0.389,0.5933,0.7989,1.7005
0.4826,16.784,1.8786,0.975,0.8493,0.6324,0.2282
0.4645,18.907,1.6351,0.476,0.6679,0.7544,0.5564
0.4984,15.852,1.6938,0.911,0.825,0.6523,0.2996
0.5068,14.3,1.6302,0.452,0.6388,0.6535,1.0096
0.4593,14.178,1.6992,1.01,0.881,0.703,0.1834
0.4551,15.147,1.6876,0.639,0.7027,0.6527,0.3537
0.4949,14.7,1.6393,1.002,0.8826,0.788,0.2791
0.5046,18.789,1.5311,0.825,0.7826,0.8273,0.4885
0.4594,17.301,1.612,0.538,0.6786,0.7786,0.5075
0.499,16.951,1.6072,0.606,0.6966,0.6949,0.6276
0.4519,17.781,1.6834,0.641,0.7073,0.6058,0.3093
0.4544,18.751,1.8995,0.481,0.667,0.7522,0.4979
0.4963,14.656,1.513,0.984,0.8864,0.7566,0.2673
0.4646,15.747,1.8687,0.897,0.8306,0.8453,0.279
0.506,18.719,1.5015,0.608,0.6933,0.7408,0.739
0.4739,15.816,1.8806,0.477,0.6455,0.8179,0.786
0.4828,18.697,1.8579,0.489,0.6735,0.7938,0.6958
0.4646,17.546,1.5085,0.693,0.7567,0.6515,0.2957
0.4798,15.481,1.718,1.048,0.9221,0.7965,0.2156
0.4539,16.277,1.7329,0.699,0.736,0.7175,0.3231
0.4709,17.232,1.8897,0.629,0.6952,0.675,0.4518
0.4646,15.758,1.5406,1.045,0.8762,0.8336,0.2318
0.4577,15.374,1.5131,0.701,0.753,0.6077,0.2622
0.4846,15.122,1.7018,0.607,0.72,0.6596,0.4427
0.4802,14.794,1.5783,0.719,0.7414,0.6697,0.3828
0.5093,16.302,1.7839,0.714,0.7396,0.8228,0.638
0.4741,15.901,1.6349,0.427,0.6113,0.6128,0.7792
0.5002,18.433,1.7919,0.371,0.6152,0.6351,1.1236
0.4952,17.785,1.5222,0.783,0.8037,0.8044,0.394
0.4954,18.398,1.8482,0.74,0.7518,0.8195,0.5168
0.4571,17.113,1.626,0.778,0.8013,0.796,0.2757
0.4942,14.118,1.7568,0.997,0.8638,0.6239,0.2359
0.4836,18.932,1.7134,0.942,0.8668,0.7563,0.2575
0.5012,18.109,1.8077,0.998,0.8933,0.6422,0.2308
0.467,14.174,1.6637,0.865,0.8292,0.6554,0.2223
0.4625,16.107,1.8571,0.37,0.5912,0.7458,0.969
0.4571,18.966,1.518,0.567,0.6851,0.8299,0.5074
0.4819,14.806,1.7626,0.374,0.6039,0.7019,1.0662
0.4574,14.335,1.8583,0.724,0.7513,0.674,0.2922
0.4832,16.29,1.5527,0.898,0.8122,0.6028,0.2546
0.476,15.101,1.6402,1.098,0.9233,0.6803,0.1777
0.4508,14.941,1.6141,0.929,0.8678,0.7535,0.1908
0.5002,18.109,1.7585,1.081,0.9417,0.6163,0.1855
0.4953,14.392,1.7178,0.645,0.7277,0.7653,0.5496
0.4523,14.329,1.7489,0.915,0.8439,0.6922,0.1938
0.4524,17.334,1.6137,1.088,0.9124,0.6381,0.1408
0.493,15.155,1.7688,0.844,0.7884,0.6555,0.3371
0.4511,14.969,1.6047,0.759,0.7837,0.7976,0.281
0.456,14.435,1.6147,0.916,0.8316,0.7109,0.2158
0.4791,15.921,1.5156,0.371,0.6033,0.841,1.2351
0.4578,14.834,1.8695,0.833,0.7917,0.6244,0.2267
0.4867,17.371,1.5818,0.679,0.7487,0.8237,0.4843
0.4639,14.253,1.5158,1.001,0.9031,0.7049,0.1774
0.4978,17.514,1.8171,0.793,0.7698,0.737,0.4344
0.4767,18.906,1.8173,0.507,0.6451,0.8109,0.8088
0.4819,16.204,1.7339,1.029,0.8704,0.6478,0.2144
0.4555,18.444,1.8823,1.008,0.8711,0.6324,0.165
0.4693,15.034,1.6433,0.699,0.7675,0.8329,0.3762
0.4808,17.533,1.8763,0.551,0.6805,0.7177,0.5866
0.4858,18.138,1.5683,1.1,0.9349,0.6995,0.191
0.4839,16.622,1.6763,0.399,0.6259,0.7133,0.9096
0.4941,14.872,1.6887,0.368,0.605,0.8354,1.5019
0.506,17.96,1.7332,0.407,0.6191,0.7717,1.4265
0.484,17.593,1.7345,1.038,0.9127,0.7128,0.2064
0.488,17.439,1.5271,1.049,0.8801,0.8343,0.2809
0.4749,14.654,1.7703,1.048,0.9164,0.65,0.172
0.4757,17.809,1.8573,0.37,0.6132,0.6026,0.7694
0.4974,14.868,1.778,0.579,0.6771,0.7007,0.7088
0.4566,14.49,1.6953,0.761,0.7727,0.8111,0.3161
0.4515,15.555,1.628,0.365,0.6051,0.7654,0.7585
0.4704,17.386,1.7423,0.404,0.6143,0.6778,0.7984
0.4899,15.962,1.8266,0.742,0.7601,0.8193,0.4691
0.4572,17.343,1.8451,0.749,0.7596,0.6118,0.2545
