Phi(固含量),d50(中位径_um),sigma(几何标准差),Emix(混合功_J),Temp(温度_C),Tau0(屈服应力_Pa)
0.649,26.6338,1.4304,24235059.5043,50.0002,32.4419
0.6606,26.5032,1.5342,25862169.0394,50.1431,32.8803
0.6444,24.0064,1.4226,25185756.9722,50.0039,34.7816
0.6472,25.0767,1.4008,4486360.6684,48.7323,55.6926
0.6537,21.3172,1.5408,24134214.2183,50.8063,40.1605
0.6641,30.1501,1.4939,24091327.9216,50.8101,36.0971
0.6696,27.3124,1.578,23396905.4623,50.9892,39.0328
0.6654,24.2477,1.5152,25229549.3475,50.8961,52.6765
0.6678,27.8316,1.4988,4522221.1499,47.4353,78.2435
0.6589,24.2357,1.4445,4492736.5004,48.7636,86.2359
0.6489,21.2288,1.4582,4434224.1443,48.7961,62.2946
0.6711,30.7826,1.5534,4388320.3818,47.7901,53.9078
0.6502,20.7723,1.4744,24120810.2053,50.7942,48.1273
0.6625,30.2164,1.4575,4191679.2234,48.922,65.2692
0.6634,28.7547,1.5048,4114891.5931,49.9872,55.7742
0.6558,22.514,1.4307,4355388.2331,48.051,89.6273
0.668,27.7226,1.5382,4382465.1807,48.0968,60.6984
0.6658,24.7721,1.4917,25297063.7478,50.0573,55.947
0.6628,29.4138,1.5111,24083556.5186,50.9461,33.399
0.6526,24.0158,1.4341,25820214.8498,50.0812,43.7592
0.6399,20.8585,1.4078,25179594.9967,50.544,42.5721
0.6539,27.0505,1.4617,25116589.8231,50.3291,33.042
0.647,20.3574,1.5204,23622110.9196,50.9318,38.5466
0.6616,23.4078,1.4779,24013708.7845,50.323,56.9741
0.6667,24.1883,1.5735,24306927.6362,50.5428,43.8993
0.6557,21.7625,1.4453,4410453.7773,49.9821,91.062
0.6685,24.896,1.5535,25797166.8961,50.9521,48.0933
0.6548,24.3997,1.4876,4256479.3384,47.9227,51.9843
0.6589,27.572,1.4873,24659094.7315,50.0216,34.7381
0.6571,22.1316,1.4102,4502213.374,48.3343,116.0767
0.6588,26.1936,1.4056,24028141.8113,50.3561,55.7474
0.6612,27.418,1.4398,4308388.316,47.8631,80.2854
0.6528,22.2983,1.4977,4392805.0321,48.876,54.9107
0.6554,23.1817,1.4635,4523907.9016,48.735,68.6504
0.6524,23.5862,1.4298,23893496.3011,50.5664,47.7264
0.651,21.2659,1.481,4597024.8202,47.2547,58.1164
0.6554,26.6923,1.4587,23449850.8792,50.0305,37.1018
0.6656,20.9742,1.5172,4187977.9917,48.5519,106.958
0.667,22.3533,1.5231,24472273.2616,50.3869,64.3739
0.6691,22.0331,1.6091,4685149.8853,47.6435,64.2436
0.653,21.6306,1.4173,24005083.9447,50.7095,61.2743
0.6623,30.6765,1.4347,4451017.7676,48.7152,73.8752
0.6697,30.9146,1.5201,4286214.835,49.1668,64.8252
0.6627,26.3489,1.4992,4289494.7483,47.1835,61.7797
0.6648,25.3512,1.5624,4321157.9179,49.6982,53.7701
0.6685,25.6806,1.5573,24587509.2975,50.8676,45.2394
0.6569,20.269,1.5293,24320368.9417,50.8168,51.7077
0.6615,22.4816,1.5737,23473286.1987,50.6759,42.1431
0.6722,30.2424,1.5413,4342519.5635,47.5294,66.2097
0.6484,23.2758,1.4628,26284646.382,50.3242,36.2714
0.6504,20.2541,1.5661,23808793.9023,50.4521,36.4691
0.6468,25.0432,1.4413,23185674.9639,50.1044,33.2799
0.6522,24.7085,1.4027,4341164.2409,47.5801,71.5693
0.6655,22.3802,1.5298,4378113.0864,48.8966,86.1348
0.6735,23.3655,1.6109,4604936.602,49.4824,75.3102
0.6683,25.0847,1.5843,4307604.0703,49.8204,58.0929
0.6558,20.0379,1.5357,25962788.7922,50.9182,48.8941
0.6553,21.5635,1.4453,4331189.0513,48.2203,87.0648
0.658,24.5609,1.4729,25283882.742,50.1296,44.525
0.6409,23.6521,1.4207,25431619.3164,50.496,32.4834
0.6692,20.5135,1.5565,4498690.8969,48.6759,106.0588
0.6587,26.2732,1.4147,4384067.1267,48.0385,89.1385
0.667,30.2604,1.5436,23416689.0869,50.4334,32.6448
0.6627,20.798,1.6477,26216260.0895,50.9925,38.0232
0.6411,20.9328,1.4066,4423877.5283,49.2254,60.2244
0.6637,30.0294,1.4868,24347723.0078,50.0427,36.0003
0.6636,23.3728,1.5513,23682655.7618,50.4083,45.7283
0.6579,21.8347,1.564,4663287.1102,48.6126,50.5223
0.6603,21.1475,1.4764,24391881.1842,50.8057,66.7916
0.6557,28.2537,1.4683,25128458.2504,50.1648,31.4351
0.674,20.8124,1.7158,4631977.0198,48.8098,52.2205
0.6562,20.2481,1.5069,4326438.1781,48.7452,73.7093
0.6575,27.1215,1.4198,4568774.4039,48.2164,73.8548
0.6504,21.0882,1.488,23640904.7391,50.9549,45.1255
0.6639,27.1757,1.5292,4365591.1911,47.0036,50.9615
0.6623,21.9631,1.5656,24081881.9475,50.0559,45.8792
0.6644,21.8924,1.5462,23851183.5273,50.4132,54.9295
0.6609,27.8546,1.4264,4451626.1855,47.8183,84.2432
0.6627,27.1098,1.5579,23733660.2151,50.6244,32.1674
0.6443,20.6791,1.4726,24280373.5888,50.0832,39.6618
0.667,23.1512,1.6521,24587417.9216,50.3675,35.1061
0.66,23.4728,1.5275,4233348.419,48.103,58.0625
0.6509,21.6014,1.4269,4275292.1047,48.0868,77.0173
0.6739,31.0497,1.5254,4644255.3665,48.3082,84.8086
0.6592,26.0512,1.5123,24978109.8676,50.745,35.993
0.6542,22.6632,1.5099,25702127.066,50.9353,39.9727
0.6528,23.8772,1.4414,23504733.741,50.539,45.3967
0.6637,20.507,1.4996,4409606.6033,49.4712,113.5104
0.6518,27.2216,1.4174,4473081.8072,49.6892,55.1024
0.667,21.3373,1.6186,24600109.925,50.916,47.6159
0.6552,28.8279,1.4215,24928310.3493,50.5539,36.2755
0.6621,26.7051,1.5575,25231545.8808,50.5732,31.8068
0.6667,30.2315,1.5205,23924408.418,50.9713,35.9661
0.6709,26.75,1.5292,4370941.0197,47.2162,83.7738
0.6527,20.8964,1.5519,25497650.0978,50.8244,38.372
0.6501,25.1357,1.4286,23600746.5102,50.7663,39.2422
0.6708,20.542,1.6241,4249210.9456,48.3813,75.8302
0.6519,25.6065,1.4373,23390259.1568,50.4239,38.7712
0.6654,26.1245,1.4412,4496932.1806,49.3632,126.6258
0.6626,22.7643,1.5078,4425509.6634,48.7807,80.3872
0.6409,22.5284,1.4415,24521592.9071,50.645,33.8553
0.654,22.4347,1.4315,4408248.6488,49.1568,83.1497
0.6616,25.4855,1.5546,25187135.1506,50.5883,34.6138
0.6726,22.4304,1.5549,4561843.0533,49.9251,116.2765
0.6534,27.4089,1.4295,25823037.4955,50.482,35.5476
0.6612,30.3958,1.4558,4246628.3626,47.5085,57.5889
0.6583,26.1276,1.4143,26384782.808,50.4097,50.1806
0.6603,23.0588,1.4408,4612475.61,47.2167,102.7997
0.6545,22.4491,1.418,24578413.8666,50.9391,59.7748
0.6605,24.1655,1.5082,25223376.8096,50.263,44.2155
0.6731,30.3878,1.5367,4372571.0406,47.0657,72.7237
0.66,27.843,1.52,25765042.3913,50.4171,30.9273
0.6628,25.8319,1.4005,4413438.3455,47.114,145.3521
0.6559,29.1493,1.4108,4688347.7568,49.4103,62.5426
0.6646,20.7893,1.5634,24263503.3353,50.5606,57.1184
0.6601,22.7123,1.5083,4319692.1847,48.4133,70.0071
0.6722,28.4999,1.5215,4296104.2874,48.3536,91.0407
0.6669,20.8755,1.4956,4778478.1346,48.4211,134.5669
0.6595,22.1106,1.5202,4498938.6091,48.1219,66.0883
0.6672,26.6369,1.4715,4074171.0893,47.9055,106.498
0.6539,20.1564,1.5199,25267144.7166,50.6627,48.1501
0.6672,24.1587,1.4721,4350634.1228,48.2764,128.436
0.6576,27.6069,1.4016,4647042.4653,49.3916,83.9435
0.6746,20.2081,1.5702,4487160.6944,48.6579,143.8992
0.6478,21.6228,1.5018,24526546.2065,50.7372,36.9302
0.6649,31.4032,1.5082,26244784.5311,50.4651,30.9125
0.6572,26.4424,1.4909,4471302.6308,49.64,50.4182
0.6439,20.8923,1.4889,24858796.9818,50.5908,36.4164
0.6675,31.3417,1.5754,24571954.2883,50.184,26.4933
0.6423,20.6674,1.4588,4432265.2356,49.2284,50.8136
0.6737,25.9272,1.5659,4363774.5193,48.752,84.7806
0.6696,21.984,1.5082,4645040.4621,47.2514,132.1597
0.6506,26.7262,1.439,24001711.3401,50.806,33.7824
0.656,23.7156,1.4345,25223417.8523,50.3889,51.8976
0.6581,27.4089,1.4295,4533242.3628,49.5284,72.4262
0.6594,22.9246,1.4508,24353715.379,50.8246,61.3082
0.6591,20.459,1.5736,24851451.4131,50.8359,46.1785
0.6559,25.3934,1.4985,24340862.5863,50.2332,35.3276
0.6581,23.8905,1.5229,4425689.4428,48.5411,52.8426
0.6688,21.919,1.6079,25058789.6145,50.4786,49.8109
0.6613,31.9107,1.4407,24996917.272,50.676,35.4311
0.6697,25.9981,1.5043,4255588.585,48.9654,104.5528
0.6657,21.3467,1.4981,4541363.923,48.3242,117.4479
0.6682,20.7756,1.6055,4360838.9155,47.1891,70.1109
0.668,20.798,1.6477,4363500.554,47.6243,55.5378
0.6534,20.0565,1.4879,4468336.5439,47.2424,70.3361
0.6578,20.9516,1.4574,4534137.6344,47.7527,96.6546
0.6624,22.5137,1.5907,4504947.6375,49.1202,51.1361
0.659,20.3534,1.5084,4341278.0726,48.8726,82.9852
0.6329,21.2906,1.4002,23919381.2586,50.3388,34.454
0.6574,20.703,1.5805,4237654.7385,47.8532,50.4103
0.6441,27.0687,1.4033,25126721.8118,50.2305,29.1766
0.6699,23.946,1.5399,24714155.285,50.4292,59.0998
0.6485,23.6104,1.4025,23623011.7152,50.6382,46.1363
0.664,24.4997,1.458,4236582.4932,49.565,111.9079
0.6674,28.4999,1.5215,24341393.5407,50.762,41.1491
0.6626,23.8245,1.44,4294941.8838,49.3936,122.782
0.6476,23.1722,1.4718,26177410.7103,50.6924,34.8104
0.6637,27.3247,1.52,24558068.2691,50.7484,38.1642
0.6625,20.0374,1.5882,4474701.6387,49.1528,65.9872
0.6691,20.5915,1.5846,25124783.8442,50.8651,63.5154
0.6673,21.7708,1.5293,24015672.219,50.5603,67.827
0.6588,23.1687,1.5731,24021308.3957,50.1194,35.4356
0.6534,31.5815,1.4262,24706809.4492,50.3626,27.5683
0.663,25.9002,1.53,24870746.5506,50.9532,39.6638
0.6564,29.4747,1.4125,24964864.9169,50.3968,37.7351
0.6541,27.0003,1.4329,4423727.4606,49.5051,57.6141
0.6614,22.9133,1.5167,4344479.5663,47.1934,67.9146
0.6619,23.8245,1.4838,25410778.4453,50.7933,53.5554
0.655,23.4689,1.5376,24884568.3161,50.9212,34.823
0.6631,21.5409,1.5496,23264619.5386,50.601,53.7504
0.6657,30.7887,1.4188,4594489.2457,48.1396,116.0135
0.6693,28.4489,1.4863,24757665.1687,50.9976,53.4377
0.6545,23.3361,1.464,24806629.5316,50.1834,45.087
0.6658,22.9234,1.524,23343425.9059,50.0066,58.3623
0.6564,26.1901,1.4244,4422221.0067,47.1578,70.0502
0.6697,20.6533,1.5631,24211288.862,50.9566,72.2166
0.6669,23.4228,1.5176,24167882.9347,50.4578,60.1909
0.6614,30.1999,1.4084,4186837.4125,47.3622,87.7642
0.6689,22.0459,1.5382,24652239.9829,50.5784,67.4049
0.6464,21.9324,1.444,24650396.5178,50.3009,41.7349
0.6617,23.5383,1.4691,24425938.7126,50.0833,58.0524
0.6495,23.2722,1.4237,4465866.8557,49.109,63.9862
0.6501,21.0668,1.4818,4494578.1515,47.6573,57.4549
0.661,27.4238,1.4584,4582913.6848,47.8278,68.077
0.6561,21.5924,1.4439,4451485.5855,48.5129,91.7936
0.6659,20.646,1.5984,24021912.1254,50.2273,52.4623
0.6462,22.5608,1.4501,4315533.83,49.0858,51.7383
0.6664,22.8201,1.5607,26061770.1204,50.1795,49.8495
0.6687,25.049,1.5729,24722574.9968,50.2842,44.0298
0.6719,26.5942,1.6158,4465823.1915,49.8266,51.7369
0.6529,20.8498,1.4936,24890571.0478,50.8954,48.4426
0.6451,23.1235,1.435,4271911.7465,49.4447,50.9636
0.6546,21.2174,1.487,24199301.3635,50.6737,51.0119
0.664,25.1121,1.5012,4397467.1514,47.1201,72.4474
0.6619,20.0768,1.4969,4599137.1001,49.9133,108.7285
0.6577,23.2153,1.5288,4413390.9949,47.7753,52.3248
0.6608,21.777,1.4688,4580287.6256,47.1803,97.9808
0.6588,31.9541,1.4339,4530989.769,48.3975,52.4516
0.6584,21.472,1.4215,4411049.3134,49.0627,126.3896
0.6674,28.3382,1.5061,25659995.7964,50.7336,43.6141
0.6551,27.7908,1.4445,4385529.1372,47.0071,50.743
0.6591,24.97,1.4062,4311130.6888,49.4428,112.8278
0.649,27.2202,1.406,24864515.4539,50.2597,34.013
0.6709,30.5378,1.4812,4636268.5885,49.9592,107.5443
0.6624,28.0542,1.4769,4476162.7626,48.0709,63.0619
0.6552,23.7673,1.4327,4192776.9834,47.3702,76.1109
0.6531,24.1817,1.5239,25331130.2783,50.1236,31.724
0.6707,29.1773,1.4913,4352441.3373,48.3272,100.663
0.6456,25.363,1.4058,4417781.3269,49.8887,50.5448
0.6634,24.622,1.5415,4474393.1373,49.4895,59.3533
0.6728,22.7689,1.6183,4167993.0135,49.8941,73.7271
0.6682,24.6193,1.6027,24720192.311,50.5889,39.6899
0.6484,22.6857,1.4233,4503061.4139,47.1174,61.331
0.6536,21.5792,1.5304,4522021.8935,49.4384,52.0333
0.6531,24.574,1.4311,23600588.1889,50.9258,45.5142
0.6543,26.4851,1.4751,25043895.8935,50.5809,33.4622
0.6626,25.1542,1.5117,24309744.4077,50.1297,44.2075
0.6514,22.8861,1.4143,23962272.4622,50.3111,51.6858
0.6472,22.2983,1.4977,25543466.0251,50.6472,34.0834
0.6699,20.9157,1.6461,24105442.4759,50.8566,49.7711
0.6644,20.8417,1.5985,4262484.7132,48.2806,62.0227
0.6624,22.1098,1.5127,4629070.5204,49.7361,83.3596
0.6603,23.9798,1.4944,4561155.3219,49.5357,70.1677
0.6694,20.0406,1.6594,4351967.0446,47.886,60.4993
0.6739,21.8571,1.6325,4560889.8674,48.8956,75.5991
0.6551,21.8293,1.4574,23703113.6489,50.9167,56.0029
0.6545,20.846,1.4171,4445214.4807,48.8316,107.428
0.6595,21.1527,1.4323,4409290.0216,48.3415,127.52
0.6477,24.3843,1.4016,4570846.0068,49.2987,60.7074
0.6651,24.7259,1.4742,4116133.9567,48.7552,103.4566
0.6715,29.4599,1.5553,4446871.622,49.8572,62.1121
0.6547,27.7443,1.4663,25561379.8268,50.5285,31.7133
0.6515,20.3574,1.5204,4404215.4292,47.7703,54.5306
0.6635,23.6549,1.5177,4351131.587,48.6647,73.6621
0.6666,28.8464,1.5035,24679668.7752,50.2093,41.2279
0.6557,22.4902,1.5318,24380675.6383,50.7742,39.8756
0.6677,27.0742,1.6024,23353061.9096,50.4828,32.6162
0.6648,26.7368,1.4424,4463039.592,47.2585,108.111
0.6713,28.6034,1.5653,4254604.9182,48.0063,58.3135
0.6672,29.939,1.5201,4317895.2828,49.6698,58.2786
0.6617,25.1969,1.4365,4452483.8908,49.4389,104.7283
0.6644,29.0159,1.4037,4622290.9153,49.2432,137.7915
0.656,25.5755,1.4958,24698354.2573,50.3603,35.2519
0.6473,21.2659,1.481,25390618.6034,50.599,39.8871
0.662,26.2275,1.439,4452943.7267,49.5924,96.8917
0.6554,20.5926,1.4658,4292561.7713,49.7458,88.368
0.6695,23.0564,1.6473,4541071.0926,49.8451,50.9351
0.6554,23.9798,1.4944,24734710.4457,50.7955,39.7941
0.6548,24.6601,1.5024,23786872.367,50.1113,35.6292
0.6503,26.3254,1.4393,24978553.3618,50.7445,33.854
0.6538,20.4769,1.4802,25236529.783,50.3016,53.4537
0.656,22.7123,1.5083,24016864.9627,50.461,43.1325
0.6655,23.8034,1.5602,4408346.5185,47.7367,61.1054
0.6541,23.8905,1.5229,24237200.0507,50.4439,34.419
0.6618,26.0952,1.4088,4519056.3167,49.1683,123.8648
0.6492,20.0908,1.4141,4497088.8195,49.4563,90.0634
0.6498,20.7758,1.4472,24931516.5739,50.2201,51.2632
0.6582,21.7857,1.4416,4246706.8778,47.5562,101.9038
0.639,20.7182,1.4271,4156047.1093,49.7166,52.5124
0.6561,23.3465,1.5155,4115069.2321,48.9517,53.2708
0.66,29.7377,1.4911,25294866.8722,50.5457,30.7587
0.6627,24.1225,1.5589,4485320.507,47.0425,50.9811
0.6483,24.7293,1.4146,4636025.0396,49.0316,56.0369
0.66,26.4115,1.4937,4474574.6096,48.0038,55.3247
0.6638,25.308,1.555,25344753.2749,50.014,37.658
0.6577,22.3166,1.5373,4399646.9141,49.2087,55.9853
0.6578,22.6682,1.4032,4222228.8989,49.1069,126.204
0.6704,26.6608,1.5587,4345229.8558,47.2969,65.1974
0.6563,22.9133,1.5167,24535295.3548,50.7097,41.4
0.6576,24.1225,1.5589,25484148.6839,50.2088,32.5724
0.6613,20.1825,1.5098,4287079.6283,48.1931,92.9876
0.665,24.9399,1.5099,25470268.6728,50.3991,49.5203
0.6672,29.7007,1.499,24850032.2272,50.9066,41.3085
0.6722,27.3937,1.4832,4408132.7438,48.6026,147.7704
0.6621,22.9744,1.4941,4338714.3046,48.7652,83.9555
0.6696,20.2081,1.5702,25776351.4453,50.513,70.3881
0.6661,28.7226,1.4323,4433088.067,48.8256,122.2937
0.652,20.8253,1.405,25434470.6314,50.9093,65.4412
0.6608,22.1765,1.5384,23459980.9529,50.512,48.4397
0.6451,21.5379,1.4955,24872068.4739,50.5715,34.7199
0.6684,26.6317,1.5582,4487118.145,49.8644,61.1597
0.6599,25.5755,1.4958,4583419.7987,49.1354,59.2893
0.6548,22.4818,1.511,4565811.9382,49.8102,55.9616
0.6552,20.708,1.4635,22972011.6788,50.9171,61.5907
0.6639,21.7284,1.5135,4310387.5063,49.1412,93.1099
0.6636,21.6305,1.5421,25514040.4934,50.5728,54.42
0.6584,22.6632,1.5099,4533891.623,49.9811,65.8603
0.6594,23.8114,1.5847,24623828.6363,50.9076,33.1688
0.6665,29.9138,1.4635,4278436.7361,47.7484,84.597
0.6654,21.7423,1.586,4249016.2015,48.111,63.4494
0.6552,26.8626,1.4711,25408684.7531,50.6763,34.0392
0.6553,20.0503,1.5155,24257672.3733,50.6347,52.4665
0.6707,24.303,1.6009,4496204.5944,47.819,60.6362
0.6457,25.1025,1.42,24295903.1635,50.7787,34.465
0.6578,24.7137,1.5575,26076444.9365,50.1546,31.2175
0.6716,20.6098,1.6238,4427408.6907,48.1758,78.0697
0.667,22.2274,1.5306,25160480.8812,50.8656,62.8889
0.6679,29.4697,1.5717,24120855.5165,50.2771,31.1668
0.6579,22.1959,1.4972,4309979.6113,48.1783,69.551
0.6709,27.0984,1.5115,4318133.5322,48.0701,97.8564
0.6708,22.0926,1.5226,4462004.616,48.476,132.3304
0.6524,21.8912,1.4498,4410986.081,48.7686,71.8348
0.6559,20.2794,1.4067,4471441.6531,47.4246,128.8642
0.6523,24.3537,1.4312,4546297.7223,47.5717,62.2155
0.6632,26.1936,1.4056,4509039.1935,48.2907,142.916
0.6687,24.4221,1.575,4541269.5198,47.7307,63.0761
0.6577,22.4546,1.4528,4458518.3689,49.032,89.0822
0.6623,24.4112,1.4999,24111409.4389,50.7225,49.383
0.658,27.1868,1.4195,4582560.0371,49.75,78.858
0.6585,21.6187,1.509,4584318.4715,48.8075,71.1442
0.6623,22.3124,1.5489,23727159.1072,50.1931,47.9531
0.6701,24.4166,1.5625,4386040.509,47.5335,74.2868
0.6566,22.8064,1.5201,4377052.6484,48.4411,54.688
0.659,22.4746,1.6006,25296841.0964,50.0139,33.7037
0.6675,30.2927,1.5262,4360285.4611,49.1443,54.8338
0.6393,20.9302,1.4103,24204031.6779,50.8903,41.9314
0.6603,20.2064,1.5313,4593739.659,48.803,78.4596
0.6701,28.5552,1.4593,4371335.8205,48.4667,143.0925
0.6593,21.025,1.527,4339845.4744,48.1766,70.0063
0.6551,28.9695,1.4643,23681741.0435,50.8394,30.7914
0.6388,20.5894,1.4058,4227546.6009,48.3088,56.1759
0.6712,31.8761,1.4915,4560411.1696,49.2861,89.4516
0.6502,27.0074,1.419,23836505.4795,50.0135,34.6533
0.6473,20.426,1.415,4476359.5098,47.3377,75.5212
0.6609,23.697,1.5407,24609561.5682,50.582,41.5535
0.654,23.2791,1.4483,4264477.2693,47.7244,68.0477
0.6682,30.7869,1.5492,23801552.692,50.5839,32.3491
0.6608,22.1885,1.5693,25283945.2771,50.0498,41.4701
0.653,20.949,1.4713,25337633.5884,50.6622,51.7884
0.6666,31.0202,1.4789,4486479.7917,47.5515,68.1727
0.6526,28.617,1.4014,4447611.1119,48.6874,56.3184
0.6576,22.7912,1.5543,24467918.1197,50.46,37.7826
0.6621,20.2665,1.4977,4579496.0402,48.5713,104.246
0.6544,22.4286,1.4858,24934019.6902,50.1886,44.5803
0.6464,21.8364,1.4887,25240481.3864,50.1188,35.5546
0.6522,22.2676,1.4407,4461308.2142,48.2105,71.1942
0.6575,21.8678,1.4496,23671353.3512,50.8365,63.2012
0.654,21.1527,1.4323,24537669.6462,50.1734,61.2412
0.6708,31.0929,1.4692,4303145.0881,47.0969,112.1042
0.6674,29.1184,1.5027,4543250.8106,47.4566,67.1134
0.6692,31.2273,1.5421,24554319.4943,50.1307,33.1833
0.6518,22.1015,1.4923,24302316.6239,50.5186,41.6539
0.6625,22.7912,1.5543,4576460.9727,47.9383,59.3095
0.6689,30.3878,1.5367,24084910.2132,50.2951,35.9261
0.6601,20.3386,1.4819,4492587.1526,47.5343,99.7769
0.6695,20.8099,1.5715,4330184.2242,48.5507,95.471
0.6628,30.0663,1.4164,4227955.4398,48.4247,95.2602
0.6463,21.6014,1.4269,24632298.2321,50.0517,45.3794
0.6736,31.019,1.5472,4376301.568,47.1728,66.098
0.6565,20.0859,1.5907,25354990.1179,50.4046,40.5731
0.6575,31.2922,1.4349,24422027.0664,50.8809,32.5112
0.6584,24.2418,1.5145,23683907.671,50.672,40.6586
0.6549,26.917,1.4702,24271762.2316,50.0276,33.6901
0.6678,27.8942,1.5397,4520188.5664,47.3059,57.2457
0.6515,20.5215,1.5315,4446297.2356,48.9887,52.1784
0.6547,25.1357,1.4286,4365852.9672,48.6137,69.4251
0.6552,25.4081,1.4564,23794183.4813,50.8825,41.4769
0.666,25.3356,1.5143,23847245.394,50.5818,50.682
0.6682,23.5134,1.4713,4503747.0863,47.7394,146.7601
0.6509,20.2971,1.4636,4293034.9228,49.3218,73.4414
0.6672,21.1435,1.642,4274185.7019,48.927,55.2779
0.6754,21.5087,1.658,4198842.5599,49.5296,73.8993
0.6355,20.2968,1.4452,24219590.6881,50.0499,34.8209
0.6688,27.177,1.5755,23803752.8361,50.83,38.2033
0.6427,21.0705,1.438,4660994.2006,48.9117,54.0633
0.6689,22.444,1.5868,4229515.3796,49.3912,73.1886
0.6754,29.6588,1.5329,4273630.1425,49.548,105.1908
0.6726,21.7708,1.5293,4463530.7488,47.296,145.1184
0.6679,27.3331,1.5137,23644966.6617,50.6769,47.9014
0.6557,24.6642,1.4993,4546784.8752,48.6761,50.209
0.6424,21.5001,1.4201,4542932.0523,49.3265,56.2857
0.6512,22.4347,1.4123,23651908.1116,50.8095,54.635
0.6596,24.1456,1.429,25532030.2933,50.8264,59.9779
0.6743,30.2119,1.5874,4427852.9592,49.2157,55.5953
0.6622,20.1724,1.6526,26343488.8139,50.2766,38.3123
0.6616,22.5839,1.4737,4444520.1018,47.973,94.8185
0.6568,27.8967,1.4847,24763242.3991,50.562,31.9528
0.6394,21.3649,1.443,25204966.0131,50.3982,35.3064
0.6597,20.7511,1.5311,24689121.7673,50.8063,54.0064
0.6569,26.9778,1.4762,4506240.8706,49.3021,51.4721
0.6415,21.7657,1.4125,4410899.1143,47.9642,53.4701
0.6597,25.4732,1.564,24261512.5072,50.5241,31.555
0.661,27.2219,1.4409,23637192.044,50.5342,49.0042
0.6696,20.8761,1.6113,4560176.3511,47.2749,72.0237
0.6663,21.8043,1.6069,4581318.0763,47.7987,58.0974
0.652,24.169,1.4301,4512155.5842,49.3059,64.9713
0.6472,20.2844,1.468,4492205.6774,47.3264,58.4813
0.6661,23.4212,1.5035,4322186.6739,47.5248,95.3088
0.657,24.384,1.4909,4566806.2133,47.0591,55.0548
0.6634,27.8822,1.5362,23943117.6528,50.531,33.9731
0.6494,21.8514,1.4447,23189937.3871,50.5538,47.6385
0.6686,22.2711,1.6016,24465196.5801,50.0692,48.996
0.669,30.3827,1.5282,26325639.6112,50.9629,36.5686
0.6565,26.4019,1.4033,24085905.3982,50.2981,49.8571
0.6481,22.5045,1.4154,24333018.5467,50.3961,47.0056
0.6578,26.7537,1.4458,24602751.0819,50.968,42.9409
0.6545,23.622,1.458,24199020.2144,50.8648,46.212
0.6472,25.0127,1.4265,24546377.9403,50.0594,35.0123
0.6698,28.6861,1.5375,4605309.3675,49.988,66.525
0.6434,22.5118,1.4162,23774553.715,50.0675,39.8878
0.666,30.7444,1.4494,4197881.4248,49.8918,92.3572
0.6541,26.7262,1.439,4474748.9283,47.8951,54.6887
0.6559,25.7779,1.4257,25629041.8812,50.8533,45.6367
0.6548,24.4207,1.4977,25194168.1315,50.0164,36.3147
0.6516,27.3366,1.4569,25324519.379,50.6803,30.5559
0.645,20.3302,1.4944,24016642.0778,50.3859,39.1905
0.6684,24.3003,1.5298,25418868.7613,50.0351,55.1041
0.6563,25.9343,1.448,24066923.8463,50.0372,42.0919
0.6543,20.7009,1.5807,24974976.7051,50.691,37.1966
0.6588,30.0832,1.474,24994249.4781,50.4709,30.8977
0.6566,22.1315,1.4711,24321359.1458,50.1555,53.1474
0.6646,21.1876,1.554,25267080.8836,50.6564,56.5372
0.6616,20.8222,1.4418,4364890.3852,49.087,144.9154
0.6527,24.4858,1.4432,25042200.7931,50.1092,41.3626
0.6515,22.1809,1.5051,24240894.9093,50.4999,39.1086
0.6634,23.7985,1.5403,4265469.7955,48.8246,63.4825
0.6589,20.6831,1.4458,4254666.303,48.7169,118.2094
0.6657,31.7025,1.487,4484738.1375,49.1562,58.8594
0.6686,21.4473,1.6188,4492576.7595,49.0013,64.7339
0.6577,20.3188,1.5334,4550968.5797,48.9017,68.2346
0.6573,25.854,1.4239,25084593.9956,50.2356,48.119
0.6522,24.384,1.4909,24377474.2194,50.1336,34.5645
0.655,21.7765,1.4239,24607679.2487,50.1164,62.0949
0.6524,27.3784,1.4089,4279822.7222,49.7839,59.7652
0.6655,22.0832,1.6218,4316124.8274,48.1806,51.0644
0.6644,20.0637,1.5788,4567392.1488,47.6119,72.807
0.6616,25.459,1.4933,23924278.4166,50.3207,45.127
0.662,24.7554,1.4957,24335918.4986,50.2879,47.8163
0.66,21.3769,1.5469,4369790.7692,49.6157,64.9648
0.6739,22.722,1.5719,4432372.7256,47.8916,104.8678
0.6611,26.1476,1.4231,24428661.5554,50.2315,56.6887
0.6417,21.5812,1.4608,25142010.1771,50.5896,35.0214
0.6404,22.6725,1.411,24677614.6449,50.8851,36.681
0.6653,25.7839,1.4514,4332730.2556,47.1559,112.0696
0.6643,25.821,1.4701,4740538.8363,48.0796,88.6747
0.6523,22.8064,1.5201,24374573.6955,50.7801,36.0144
0.6604,29.3919,1.4555,23871240.9412,50.5865,38.2853
0.6525,29.0634,1.409,25285145.363,50.6045,33.6152
0.6415,20.6589,1.4116,4425915.5235,48.4937,60.2399
0.6503,29.8752,1.4205,25409529.0585,50.5556,27.914
0.6557,20.3088,1.4591,24770320.6368,50.6626,64.2557
0.6544,21.4483,1.5184,4444151.3875,47.077,54.9436
0.6566,25.6813,1.4761,23532305.7267,50.5016,39.4019
